"","colony","location","vid","day","date","time","zt","frame","section","maze_count"
"834",12,"maze","GH010513",2,2019-12-13,"4pm",22,1618,"j",1
"835",12,"maze","GH010513",2,2019-12-13,"4pm",22,1618,"ff",1
"836",12,"maze","GH010513",2,2019-12-13,"4pm",22,1618,"d",1
"837",12,"maze","GH010513",2,2019-12-13,"4pm",22,1618,"g",1
"838",12,"maze","GH010513",2,2019-12-13,"4pm",22,1618,"f",1
"839",12,"maze","GH010513",2,2019-12-13,"4:30pm",22.5,1648,"aa",2
"840",12,"maze","GH010513",2,2019-12-13,"4:30pm",22.5,1648,"b",2
"841",12,"maze","GH010513",2,2019-12-13,"4:30pm",22.5,1648,"r",1
"842",12,"maze","GH010513",2,2019-12-13,"4:30pm",22.5,1648,"g",1
"843",12,"maze","GH010513",2,2019-12-13,"4:30pm",22.5,1648,"f",1
"844",12,"maze","GH010513",2,2019-12-13,"5pm",23,1678,"2",1
"845",12,"maze","GH010513",2,2019-12-13,"5pm",23,1678,"b",1
"846",12,"maze","GH010513",2,2019-12-13,"5pm",23,1678,"ff",1
"847",12,"maze","GH010513",2,2019-12-13,"5pm",23,1678,"q",1
"848",12,"maze","GH010513",2,2019-12-13,"5pm",23,1678,"o",1
"849",12,"maze","GH010513",2,2019-12-13,"5:30pm",23.5,1708,"1",1
"850",12,"maze","GH010513",2,2019-12-13,"5:30pm",23.5,1708,"a",2
"851",12,"maze","GH010513",2,2019-12-13,"5:30pm",23.5,1708,"ff",2
"852",12,"maze","GH010513",2,2019-12-13,"5:30pm",23.5,1708,"t",2
"853",12,"maze","GH010513",2,2019-12-13,"5:30pm",23.5,1708,"6",1
"854",12,"maze","GH010513",2,2019-12-13,"5:30pm",23.5,1708,"n",1
"855",12,"maze","GH010513",2,2019-12-13,"6pm",12,1738,"aa",3
"856",12,"maze","GH010513",2,2019-12-13,"6pm",12,1738,"i",1
"857",12,"maze","GH010513",2,2019-12-13,"6pm",12,1738,"l",1
"858",12,"maze","GH010513",2,2019-12-13,"6pm",12,1738,"p",1
"859",12,"maze","GH010513",2,2019-12-13,"6pm",12,1738,"f",1
"860",12,"maze","GH010513",2,2019-12-13,"6pm",12,1738,"o",1
"861",12,"maze","GH010513",2,2019-12-13,"6pm",12,1738,"8",1
"862",12,"maze","GH010513",2,2019-12-13,"6:30pm",0.5,1768,"aa",3
"863",12,"maze","GH010513",2,2019-12-13,"6:30pm",0.5,1768,"1",1
"864",12,"maze","GH010513",2,2019-12-13,"6:30pm",0.5,1768,"j",1
"865",12,"maze","GH010513",2,2019-12-13,"6:30pm",0.5,1768,"n",2
"866",12,"maze","GH010513",2,2019-12-13,"6:30pm",0.5,1768,"t",1
"867",12,"maze","GH010513",2,2019-12-13,"6:30pm",0.5,1768,"r",1
"868",12,"maze","GH010513",2,2019-12-13,"7pm",1,1798,"aa",1
"869",12,"maze","GH010513",2,2019-12-13,"7pm",1,1798,"1",2
"870",12,"maze","GH010513",2,2019-12-13,"7pm",1,1798,"cc",1
"871",12,"maze","GH010513",2,2019-12-13,"7pm",1,1798,"n",3
"872",12,"maze","GH010513",2,2019-12-13,"7pm",1,1798,"t",1
"873",12,"maze","GH010513",2,2019-12-13,"7pm",1,1798,"5",2
"874",12,"maze","GH010513",2,2019-12-13,"7pm",1,1798,"ff",3
"875",12,"maze","GH010513",2,2019-12-13,"7:30pm",1.5,1828,"aa",2
"876",12,"maze","GH010513",2,2019-12-13,"7:30pm",1.5,1828,"t",1
"877",12,"maze","GH010513",2,2019-12-13,"7:30pm",1.5,1828,"v",1
"878",12,"maze","GH010513",2,2019-12-13,"7:30pm",1.5,1828,"s",1
"879",12,"maze","GH010513",2,2019-12-13,"7:30pm",1.5,1828,"e",1
"880",12,"maze","GH010513",2,2019-12-13,"8pm",2,1858,"aa",1
"881",12,"maze","GH010513",2,2019-12-13,"8pm",2,1858,"3",1
"882",12,"maze","GH010513",2,2019-12-13,"8pm",2,1858,"m",1
"883",12,"maze","GH010513",2,2019-12-13,"8pm",2,1858,"n",1
"884",12,"maze","GH010513",2,2019-12-13,"8pm",2,1858,"t",3
"885",12,"maze","GH010513",2,2019-12-13,"8pm",2,1858,"b",1
"886",12,"maze","GH010513",2,2019-12-13,"8pm",2,1858,"w",1
"887",12,"maze","GH010513",2,2019-12-13,"8pm",2,1858,"u",1
"888",12,"maze","GH010513",2,2019-12-13,"8:30pm",2.5,1888,"1",1
"889",12,"maze","GH010513",2,2019-12-13,"8:30pm",2.5,1888,"ee",1
"890",12,"maze","GH010513",2,2019-12-13,"8:30pm",2.5,1888,"t",1
"891",12,"maze","GH010513",2,2019-12-13,"9pm",3,1918,"aa",2
"892",12,"maze","GH010513",2,2019-12-13,"9pm",3,1918,"j",1
"893",12,"maze","GH010513",2,2019-12-13,"9:30pm",3.5,1948,"aa",1
"894",12,"maze","GH010513",2,2019-12-13,"9:30pm",3.5,1948,"b",1
"895",12,"maze","GH010513",2,2019-12-13,"9:30pm",3.5,1948,"m",1
"896",12,"maze","GH010513",2,2019-12-13,"10pm",4,1978,"aa",1
"897",12,"maze","GH010513",2,2019-12-13,"10pm",4,1978,"1",1
"898",12,"maze","GH010513",2,2019-12-13,"10pm",4,1978,"b",1
"899",12,"maze","GH010513",2,2019-12-13,"10pm",4,1978,"s",1
"900",12,"maze","GH010513",2,2019-12-13,"10:30pm",4.5,2008,"aa",6
"901",12,"maze","GH010513",2,2019-12-13,"10:30pm",4.5,2008,"1",1
"902",12,"maze","GH010513",2,2019-12-13,"10:30pm",4.5,2008,"i",1
"903",12,"maze","GH010513",2,2019-12-13,"10:30pm",4.5,2008,"ff",1
"904",12,"maze","GH010513",2,2019-12-13,"10:30pm",4.5,2008,"t",1
"905",12,"maze","GH010513",2,2019-12-13,"11pm",5,2038,"aa",3
"906",12,"maze","GH010513",2,2019-12-13,"11pm",5,2038,"1",2
"907",12,"maze","GH010513",2,2019-12-13,"11pm",5,2038,"ff",1
"908",12,"maze","GH010513",2,2019-12-13,"11:30pm",5.5,2068,"aa",7
"909",12,"maze","GH010513",2,2019-12-13,"11:30pm",5.5,2068,"1",1
"910",12,"maze","GH010513",2,2019-12-13,"11:30pm",5.5,2068,"ee",1
"911",12,"maze","GH010513",2,2019-12-13,"11:30pm",5.5,2068,"ff",1
"912",12,"maze","GH010513",2,2019-12-13,"11:30pm",5.5,2068,"t",1
"913",12,"maze","GH010513",2,2019-12-13,"11:30pm",5.5,2068,"c",1
"914",12,"maze","GH010513",2,2019-12-14,"12am",6,2098,"aa",10
"915",12,"maze","GH010513",2,2019-12-14,"12am",6,2098,"1",1
"916",12,"maze","GH010513",2,2019-12-14,"12am",6,2098,"i",1
"917",12,"maze","GH010513",2,2019-12-14,"12am",6,2098,"ff",2
"918",12,"maze","GH010513",2,2019-12-14,"12am",6,2098,"r",1
"919",12,"maze","GH010513",2,2019-12-14,"12:30am",6.5,2128,"aa",3
"920",12,"maze","GH010513",2,2019-12-14,"12:30am",6.5,2128,"1",1
"921",12,"maze","GH010513",2,2019-12-14,"12:30am",6.5,2128,"i",1
"922",12,"maze","GH010513",2,2019-12-14,"12:30am",6.5,2128,"cc",2
"923",12,"maze","GH010513",2,2019-12-14,"12:30am",6.5,2128,"j",3
"924",12,"maze","GH010513",2,2019-12-14,"12:30am",6.5,2128,"ee",1
"925",12,"maze","GH010513",2,2019-12-14,"12:30am",6.5,2128,"b",2
"926",12,"maze","GH010513",2,2019-12-14,"12:30am",6.5,2128,"ff",1
"927",12,"maze","GH010513",2,2019-12-14,"12:30am",6.5,2128,"w",1
"928",12,"maze","GH010513",2,2019-12-14,"12:30am",6.5,2128,"d",1
"929",12,"maze","GH010513",2,2019-12-14,"1am",7,2158,"aa",2
"930",12,"maze","GH010513",2,2019-12-14,"1am",7,2158,"a",1
"931",12,"maze","GH010513",2,2019-12-14,"1am",7,2158,"j",3
"932",12,"maze","GH010513",2,2019-12-14,"1am",7,2158,"b",1
"933",12,"maze","GH010513",2,2019-12-14,"1am",7,2158,"m",1
"934",12,"maze","GH010513",2,2019-12-14,"1am",7,2158,"k",1
"935",12,"maze","GH010513",2,2019-12-14,"1am",7,2158,"w",1
"936",12,"maze","GH010513",2,2019-12-14,"1am",7,2158,"8",1
"937",12,"maze","GH010513",2,2019-12-14,"1am",7,2158,"o",2
"938",12,"maze","GH010513",2,2019-12-14,"1am",7,2158,"d",1
"939",12,"maze","GH010513",2,2019-12-14,"1:30am",7.5,2188,"aa",4
"940",12,"maze","GH010513",2,2019-12-14,"1:30am",7.5,2188,"1",2
"941",12,"maze","GH010513",2,2019-12-14,"1:30am",7.5,2188,"a",1
"942",12,"maze","GH010513",2,2019-12-14,"1:30am",7.5,2188,"cc",1
"943",12,"maze","GH010513",2,2019-12-14,"1:30am",7.5,2188,"j",2
"944",12,"maze","GH010513",2,2019-12-14,"1:30am",7.5,2188,"ff",1
"945",12,"maze","GH010513",2,2019-12-14,"1:30am",7.5,2188,"t",2
"946",12,"maze","GH010513",2,2019-12-14,"1:30am",7.5,2188,"m",1
"947",12,"maze","GH010513",2,2019-12-14,"1:30am",7.5,2188,"v",2
"948",12,"maze","GH010513",2,2019-12-14,"1:30am",7.5,2188,"g",1
"949",12,"maze","GH010513",2,2019-12-14,"1:30am",7.5,2188,"f",1
"950",12,"maze","GH010513",2,2019-12-14,"1:30am",7.5,2188,"o",3
"951",12,"maze","GH010513",2,2019-12-14,"1:30am",7.5,2188,"r",1
"952",12,"maze","GH010513",2,2019-12-14,"2am",8,2218,"aa",5
"953",12,"maze","GH010513",2,2019-12-14,"2am",8,2218,"i",1
"954",12,"maze","GH010513",2,2019-12-14,"2am",8,2218,"m",1
"955",12,"maze","GH010513",2,2019-12-14,"2am",8,2218,"a",2
"956",12,"maze","GH010513",2,2019-12-14,"2am",8,2218,"5",1
"957",12,"maze","GH010513",2,2019-12-14,"2am",8,2218,"ff",1
"958",12,"maze","GH010513",2,2019-12-14,"2am",8,2218,"t",4
"959",12,"maze","GH010513",2,2019-12-14,"2:30am",8.5,2248,"aa",3
"960",12,"maze","GH010513",2,2019-12-14,"2:30am",8.5,2248,"i",1
"961",12,"maze","GH010513",2,2019-12-14,"2:30am",8.5,2248,"a",1
"962",12,"maze","GH010513",2,2019-12-14,"2:30am",8.5,2248,"ee",1
"963",12,"maze","GH010513",2,2019-12-14,"2:30am",8.5,2248,"ff",1
"964",12,"maze","GH010513",2,2019-12-14,"2:30am",8.5,2248,"n",3
"965",12,"maze","GH010513",2,2019-12-14,"2:30am",8.5,2248,"k",2
"966",12,"maze","GH010513",2,2019-12-14,"2:30am",8.5,2248,"p",2
"967",12,"maze","GH010513",2,2019-12-14,"2:30am",8.5,2248,"16",1
"968",12,"maze","GH010513",2,2019-12-14,"2:30am",8.5,2248,"d",1
"969",12,"maze","GH010513",2,2019-12-14,"3am",9,2278,"aa",2
"970",12,"maze","GH010513",2,2019-12-14,"3am",9,2278,"1",2
"971",12,"maze","GH010513",2,2019-12-14,"3am",9,2278,"i",1
"972",12,"maze","GH010513",2,2019-12-14,"3am",9,2278,"b",2
"973",12,"maze","GH010513",2,2019-12-14,"3am",9,2278,"4",1
"974",12,"maze","GH010513",2,2019-12-14,"3am",9,2278,"ff",1
"975",12,"maze","GH010513",2,2019-12-14,"3am",9,2278,"5",1
"976",12,"maze","GH010513",2,2019-12-14,"3am",9,2278,"t",2
"977",12,"maze","GH010513",2,2019-12-14,"3am",9,2278,"n",3
"978",12,"maze","GH010513",2,2019-12-14,"3am",9,2278,"11",1
"979",12,"maze","GH010513",2,2019-12-14,"3:30am",9.5,2308,"aa",3
"980",12,"maze","GH010513",2,2019-12-14,"3:30am",9.5,2308,"i",2
"981",12,"maze","GH010513",2,2019-12-14,"3:30am",9.5,2308,"a",1
"982",12,"maze","GH010513",2,2019-12-14,"3:30am",9.5,2308,"m",1
"983",12,"maze","GH010513",2,2019-12-14,"3:30am",9.5,2308,"ee",1
"984",12,"maze","GH010513",2,2019-12-14,"3:30am",9.5,2308,"ff",1
"985",12,"maze","GH010513",2,2019-12-14,"3:30am",9.5,2308,"c",1
"986",12,"maze","GH010513",2,2019-12-14,"4am",10,2338,"aa",1
"987",12,"maze","GH010513",2,2019-12-14,"4am",10,2338,"a",1
"988",12,"maze","GH010513",2,2019-12-14,"4am",10,2338,"j",1
"989",12,"maze","GH010513",2,2019-12-14,"4am",10,2338,"n",1
"990",12,"maze","GH010513",2,2019-12-14,"4am",10,2338,"t",1
"991",12,"maze","GH010513",2,2019-12-14,"4am",10,2338,"ff",1
"992",12,"maze","GH010513",2,2019-12-14,"4:30am",10.5,2368,"aa",5
"993",12,"maze","GH010513",2,2019-12-14,"4:30am",10.5,2368,"1",1
"994",12,"maze","GH010513",2,2019-12-14,"4:30am",10.5,2368,"t",1
"995",12,"maze","GH010513",2,2019-12-14,"4:30am",10.5,2368,"p",1
"996",12,"maze","GH010513",2,2019-12-14,"5am",11,2398,"aa",7
"997",12,"maze","GH010513",2,2019-12-14,"5am",11,2398,"1",1
"998",12,"maze","GH010513",2,2019-12-14,"5am",11,2398,"a",1
"999",12,"maze","GH010513",2,2019-12-14,"5am",11,2398,"j",1
"1000",12,"maze","GH010513",2,2019-12-14,"5am",11,2398,"ee",1
"1001",12,"maze","GH010513",2,2019-12-14,"5am",11,2398,"t",2
"1002",12,"maze","GH010513",2,2019-12-14,"5am",11,2398,"m",1
"1003",12,"maze","GH010513",2,2019-12-14,"5:30am",11.5,2428,"aa",3
"1004",12,"maze","GH010513",2,2019-12-14,"6am",12,2458,"aa",2
"1005",12,"maze","GH010513",2,2019-12-14,"6am",12,2458,"1",2
"1006",12,"maze","GH010513",2,2019-12-14,"6am",12,2458,"a",2
"1007",12,"maze","GH010513",2,2019-12-14,"6am",12,2458,"t",1
"1008",12,"maze","GH010513",2,2019-12-14,"6am",12,2458,"b",1
"1009",12,"maze","GH010513",2,2019-12-14,"6am",12,2458,"f",1
"1010",12,"maze","GH010513",2,2019-12-14,"6:30am",12.5,2488,"aa",3
"1011",12,"maze","GH010513",2,2019-12-14,"6:30am",12.5,2488,"a",1
"1012",12,"maze","GH010513",2,2019-12-14,"6:30am",12.5,2488,"t",1
"1013",12,"maze","GH010513",2,2019-12-14,"6:30am",12.5,2488,"f",1
"1014",12,"maze","GH010513",2,2019-12-14,"7am",13,2518,"aa",3
"1015",12,"maze","GH010513",2,2019-12-14,"7am",13,2518,"1",1
"1016",12,"maze","GH010513",2,2019-12-14,"7am",13,2518,"t",1
"1017",12,"maze","GH010513",2,2019-12-14,"7am",13,2518,"k",1
"1018",12,"maze","GH010513",2,2019-12-14,"7:30am",13.5,2548,"aa",1
"1019",12,"maze","GH010513",2,2019-12-14,"7:30am",13.5,2548,"16",1
"1020",12,"maze","GH010513",2,2019-12-14,"8am",14,2578,"0",0
"1021",12,"maze","GH010513",2,2019-12-14,"8:30am",14.5,2608,"aa",1
"1022",12,"maze","GH010513",2,2019-12-14,"9am",15,2638,"aa",1
"1023",12,"maze","GH010513",2,2019-12-14,"9:30am",15.5,2668,"0",0
"1024",12,"maze","GH010513",2,2019-12-14,"10am",16,2698,"aa",1
"1025",12,"maze","GH010513",2,2019-12-14,"10am",16,2698,"1",1
"1026",12,"maze","GH010513",2,2019-12-14,"10:30am",16.5,2728,"0",0
"1027",12,"maze","GH010513",2,2019-12-14,"11am",17,2758,"aa",2
"1028",12,"maze","GH010513",2,2019-12-14,"11am",17,2758,"cc",1
"1029",12,"maze","GH010513",2,2019-12-14,"11:30am",17.5,2788,"aa",1
"1030",12,"maze","GH010513",2,2019-12-14,"11:30am",17.5,2788,"a",1
"1031",12,"maze","GH010513",2,2019-12-14,"11:30am",17.5,2788,"p",1
"1032",12,"maze","GH010513",2,2019-12-14,"12pm",18,2818,"aa",1
"1033",12,"maze","GH010513",2,2019-12-14,"12:30pm",18.5,2848,"aa",4
"1034",12,"maze","GH010513",2,2019-12-14,"12:30pm",18.5,2848,"t",1
"1035",12,"maze","GH010513",2,2019-12-14,"1pm",19,2878,"aa",3
"1036",12,"maze","GH010513",2,2019-12-14,"1pm",19,2878,"2",1
"1037",12,"maze","GH010513",2,2019-12-14,"1pm",19,2878,"u",1
"1038",13,"maze","GH01357",1,2020-01-20,"4:30pm",22.5,26,"a",1
"1039",13,"maze","GH01357",1,2020-01-20,"4:30pm",22.5,26,"cc",1
"1040",13,"maze","GH01357",1,2020-01-20,"4:30pm",22.5,26,"ee",1
"1041",13,"maze","GH01357",1,2020-01-20,"4:30pm",22.5,26,"ff",1
"1042",13,"maze","GH01357",1,2020-01-20,"4:30pm",22.5,26,"j",1
"1043",13,"maze","GH01357",1,2020-01-20,"4:30pm",22.5,26,"m",1
"1044",13,"maze","GH01357",1,2020-01-20,"4:30pm",22.5,26,"l",1
"1045",13,"maze","GH01357",1,2020-01-20,"4:30pm",22.5,26,"p",1
"1046",13,"maze","GH01357",1,2020-01-20,"4:30pm",22.5,26,"u",1
"1047",13,"maze","GH01357",1,2020-01-20,"4:30pm",22.5,26,"d",1
"1048",13,"maze","GH01357",1,2020-01-20,"5pm",23,56,"bb",1
"1049",13,"maze","GH01357",1,2020-01-20,"5pm",23,56,"b",1
"1050",13,"maze","GH01357",1,2020-01-20,"5pm",23,56,"ee",2
"1051",13,"maze","GH01357",1,2020-01-20,"5pm",23,56,"w",1
"1052",13,"maze","GH01357",1,2020-01-20,"5pm",23,56,"f",2
"1053",13,"maze","GH01357",1,2020-01-20,"5:30pm",23.5,86,"bb",1
"1054",13,"maze","GH01357",1,2020-01-20,"5:30pm",23.5,86,"b",1
"1055",13,"maze","GH01357",1,2020-01-20,"5:30pm",23.5,86,"ff",2
"1056",13,"maze","GH01357",1,2020-01-20,"5:30pm",23.5,86,"w",1
"1057",13,"maze","GH01357",1,2020-01-20,"5:30pm",23.5,86,"u",1
"1058",13,"maze","GH01357",1,2020-01-20,"5:30pm",23.5,86,"d",1
"1059",13,"maze","GH01357",1,2020-01-20,"5:30pm",23.5,86,"n",1
"1060",13,"maze","GH01357",1,2020-01-20,"6pm",0,116,"b",1
"1061",13,"maze","GH01357",1,2020-01-20,"6pm",0,116,"ff",1
"1062",13,"maze","GH01357",1,2020-01-20,"6pm",0,116,"k",1
"1063",13,"maze","GH01357",1,2020-01-20,"6pm",0,116,"w",1
"1064",13,"maze","GH01357",1,2020-01-20,"6pm",0,116,"m",1
"1065",13,"maze","GH01357",1,2020-01-20,"6pm",0,116,"o",1
"1066",13,"maze","GH01357",1,2020-01-20,"6pm",0,116,"e",1
"1067",13,"maze","GH01357",1,2020-01-20,"6pm",0,116,"g",1
"1068",13,"maze","GH01357",1,2020-01-20,"6pm",0,116,"f",2
"1069",13,"maze","GH01357",1,2020-01-20,"6:30pm",0.5,146,"ee",2
"1070",13,"maze","GH01357",1,2020-01-20,"6:30pm",0.5,146,"5",1
"1071",13,"maze","GH01357",1,2020-01-20,"6:30pm",0.5,146,"14",1
"1072",13,"maze","GH01357",1,2020-01-20,"6:30pm",0.5,146,"u",2
"1073",13,"maze","GH01357",1,2020-01-20,"6:30pm",0.5,146,"8",1
"1074",13,"maze","GH01357",1,2020-01-20,"6:30pm",0.5,146,"o",2
"1075",13,"maze","GH01357",1,2020-01-20,"7pm",1,176,"aa",4
"1076",13,"maze","GH01357",1,2020-01-20,"7pm",1,176,"bb",1
"1077",13,"maze","GH01357",1,2020-01-20,"7pm",1,176,"i",2
"1078",13,"maze","GH01357",1,2020-01-20,"7pm",1,176,"cc",1
"1079",13,"maze","GH01357",1,2020-01-20,"7pm",1,176,"dd",1
"1080",13,"maze","GH01357",1,2020-01-20,"7pm",1,176,"b",1
"1081",13,"maze","GH01357",1,2020-01-20,"7pm",1,176,"s",1
"1082",13,"maze","GH01357",1,2020-01-20,"7pm",1,176,"o",1
"1083",13,"maze","GH01357",1,2020-01-20,"7:30pm",1.5,206,"aa",3
"1084",13,"maze","GH01357",1,2020-01-20,"7:30pm",1.5,206,"1",1
"1085",13,"maze","GH01357",1,2020-01-20,"7:30pm",1.5,206,"a",2
"1086",13,"maze","GH01357",1,2020-01-20,"7:30pm",1.5,206,"t",1
"1087",13,"maze","GH01357",1,2020-01-20,"7:30pm",1.5,206,"v",1
"1088",13,"maze","GH01357",1,2020-01-20,"8pm",2,236,"aa",3
"1089",13,"maze","GH01357",1,2020-01-20,"8pm",2,236,"1",1
"1090",13,"maze","GH01357",1,2020-01-20,"8pm",2,236,"dd",1
"1091",13,"maze","GH01357",1,2020-01-20,"8pm",2,236,"j",1
"1092",13,"maze","GH01357",1,2020-01-20,"8pm",2,236,"8",1
"1093",13,"maze","GH01357",1,2020-01-20,"8:30pm",2.5,266,"dd",3
"1094",13,"maze","GH01357",1,2020-01-20,"8:30pm",2.5,266,"ee",1
"1095",13,"maze","GH01357",1,2020-01-20,"8:30pm",2.5,266,"w",1
"1096",13,"maze","GH01357",1,2020-01-20,"8:30pm",2.5,266,"k",1
"1097",13,"maze","GH01357",1,2020-01-20,"8:30pm",2.5,266,"j",1
"1098",13,"maze","GH01357",1,2020-01-20,"8:30pm",2.5,266,"d",1
"1099",13,"maze","GH01357",1,2020-01-20,"8:30pm",2.5,266,"e",1
"1100",13,"maze","GH01357",1,2020-01-20,"9pm",3,296,"aa",3
"1101",13,"maze","GH01357",1,2020-01-20,"9pm",3,296,"bb",2
"1102",13,"maze","GH01357",1,2020-01-20,"9pm",3,296,"ee",2
"1103",13,"maze","GH01357",1,2020-01-20,"9pm",3,296,"ff",2
"1104",13,"maze","GH01357",1,2020-01-20,"9pm",3,296,"w",1
"1105",13,"maze","GH01357",1,2020-01-20,"9pm",3,296,"8",1
"1106",13,"maze","GH01357",1,2020-01-20,"9pm",3,296,"d",1
"1107",13,"maze","GH01357",1,2020-01-20,"9pm",3,296,"v",1
"1108",13,"maze","GH01357",1,2020-01-20,"9:30pm",3.5,326,"aa",1
"1109",13,"maze","GH01357",1,2020-01-20,"9:30pm",3.5,326,"bb",1
"1110",13,"maze","GH01357",1,2020-01-20,"9:30pm",3.5,326,"a",1
"1111",13,"maze","GH01357",1,2020-01-20,"9:30pm",3.5,326,"b",1
"1112",13,"maze","GH01357",1,2020-01-20,"9:30pm",3.5,326,"j",1
"1113",13,"maze","GH01357",1,2020-01-20,"9:30pm",3.5,326,"w",4
"1114",13,"maze","GH01357",1,2020-01-20,"9:30pm",3.5,326,"u",1
"1115",13,"maze","GH01357",1,2020-01-20,"9:30pm",3.5,326,"d",1
"1116",13,"maze","GH01357",1,2020-01-20,"10pm",4,356,"bb",1
"1117",13,"maze","GH01357",1,2020-01-20,"10pm",4,356,"m",1
"1118",13,"maze","GH01357",1,2020-01-20,"10pm",4,356,"h",1
"1119",13,"maze","GH01357",1,2020-01-20,"10pm",4,356,"w",4
"1120",13,"maze","GH01357",1,2020-01-20,"10pm",4,356,"d",1
"1121",13,"maze","GH01357",1,2020-01-20,"10:30pm",4.5,386,"aa",2
"1122",13,"maze","GH01357",1,2020-01-20,"10:30pm",4.5,386,"14",1
"1123",13,"maze","GH01357",1,2020-01-20,"10:30pm",4.5,386,"g",1
"1124",13,"maze","GH01357",1,2020-01-20,"10:30pm",4.5,386,"10",1
"1125",13,"maze","GH01357",1,2020-01-20,"10:30pm",4.5,386,"o",1
"1126",13,"maze","GH01357",1,2020-01-20,"11pm",5,416,"aa",1
"1127",13,"maze","GH01357",1,2020-01-20,"11pm",5,416,"bb",1
"1128",13,"maze","GH01357",1,2020-01-20,"11pm",5,416,"h",2
"1129",13,"maze","GH01357",1,2020-01-20,"11pm",5,416,"14",1
"1130",13,"maze","GH01357",1,2020-01-20,"11pm",5,416,"m",1
"1131",13,"maze","GH01357",1,2020-01-20,"11pm",5,416,"l",2
"1132",13,"maze","GH01357",1,2020-01-20,"11pm",5,416,"t",3
"1133",13,"maze","GH01357",1,2020-01-20,"11pm",5,416,"w",2
"1134",13,"maze","GH01357",1,2020-01-20,"11pm",5,416,"f",1
"1135",13,"maze","GH01357",1,2020-01-20,"11:30pm",5.5,446,"bb",3
"1136",13,"maze","GH01357",1,2020-01-20,"11:30pm",5.5,446,"4",1
"1137",13,"maze","GH01357",1,2020-01-20,"11:30pm",5.5,446,"b",1
"1138",13,"maze","GH01357",1,2020-01-20,"11:30pm",5.5,446,"ff",1
"1139",13,"maze","GH01357",1,2020-01-20,"11:30pm",5.5,446,"t",1
"1140",13,"maze","GH01357",1,2020-01-20,"11:30pm",5.5,446,"k",1
"1141",13,"maze","GH01357",1,2020-01-20,"11:30pm",5.5,446,"i",1
"1142",13,"maze","GH01357",1,2020-01-20,"11:30pm",5.5,446,"14",1
"1143",13,"maze","GH01357",1,2020-01-20,"11:30pm",5.5,446,"q",1
"1144",13,"maze","GH01357",1,2020-01-20,"11:30pm",5.5,446,"o",1
"1145",13,"maze","GH01357",1,2020-01-20,"11:30pm",5.5,446,"e",2
"1146",13,"maze","GH01357",1,2020-01-21,"12am",6,476,"aa",2
"1147",13,"maze","GH01357",1,2020-01-21,"12am",6,476,"i",1
"1148",13,"maze","GH01357",1,2020-01-21,"12am",6,476,"a",1
"1149",13,"maze","GH01357",1,2020-01-21,"12am",6,476,"dd",1
"1150",13,"maze","GH01357",1,2020-01-21,"12am",6,476,"ee",2
"1151",13,"maze","GH01357",1,2020-01-21,"12am",6,476,"w",2
"1152",13,"maze","GH01357",1,2020-01-21,"12am",6,476,"v",1
"1153",13,"maze","GH01357",1,2020-01-21,"12am",6,476,"d",3
"1154",13,"maze","GH01357",1,2020-01-21,"12:30am",6.5,506,"aa",1
"1155",13,"maze","GH01357",1,2020-01-21,"12:30am",6.5,506,"2",1
"1156",13,"maze","GH01357",1,2020-01-21,"12:30am",6.5,506,"cc",2
"1157",13,"maze","GH01357",1,2020-01-21,"12:30am",6.5,506,"b",1
"1158",13,"maze","GH01357",1,2020-01-21,"12:30am",6.5,506,"ff",1
"1159",13,"maze","GH01357",1,2020-01-21,"12:30am",6.5,506,"5",1
"1160",13,"maze","GH01357",1,2020-01-21,"12:30am",6.5,506,"k",1
"1161",13,"maze","GH01357",1,2020-01-21,"12:30am",6.5,506,"6",1
"1162",13,"maze","GH01357",1,2020-01-21,"12:30am",6.5,506,"w",2
"1163",13,"maze","GH01357",1,2020-01-21,"12:30am",6.5,506,"v",3
"1164",13,"maze","GH01357",1,2020-01-21,"12:30am",6.5,506,"p",1
"1165",13,"maze","GH01357",1,2020-01-21,"12:30am",6.5,506,"d",5
"1166",13,"maze","GH01357",1,2020-01-21,"1am",7,536,"aa",1
"1167",13,"maze","GH01357",1,2020-01-21,"1am",7,536,"bb",2
"1168",13,"maze","GH01357",1,2020-01-21,"1am",7,536,"cc",2
"1169",13,"maze","GH01357",1,2020-01-21,"1am",7,536,"j",2
"1170",13,"maze","GH01357",1,2020-01-21,"1am",7,536,"dd",2
"1171",13,"maze","GH01357",1,2020-01-21,"1am",7,536,"ee",3
"1172",13,"maze","GH01357",1,2020-01-21,"1am",7,536,"t",1
"1173",13,"maze","GH01357",1,2020-01-21,"1am",7,536,"w",2
"1174",13,"maze","GH01357",1,2020-01-21,"1am",7,536,"n",1
"1175",13,"maze","GH01357",1,2020-01-21,"1am",7,536,"q",1
"1176",13,"maze","GH01357",1,2020-01-21,"1am",7,536,"m",1
"1177",13,"maze","GH01357",1,2020-01-21,"1am",7,536,"l",1
"1178",13,"maze","GH01357",1,2020-01-21,"1am",7,536,"u",1
"1179",13,"maze","GH01357",1,2020-01-21,"1am",7,536,"d",1
"1180",13,"maze","GH01357",1,2020-01-21,"1am",7,536,"e",1
"1181",13,"maze","GH01357",1,2020-01-21,"1:30am",7.5,566,"aa",2
"1182",13,"maze","GH01357",1,2020-01-21,"1:30am",7.5,566,"1",1
